,word,type,cefr,phon_br,phon_n_am,translation,definition,example
3034,library,noun,a1,/?la?br?ri/,/?la?breri/,图书馆（保存书籍、报纸、电影等供人阅读、研究或借阅的建筑）,"a building in which collections of books, newspapers, etc. and sometimes films and recorded music are kept for people to read, study or borrow",a public/university/school library
3035,licence,noun,b2,/?la?sns/,/?la?sns/,执照，许可证（证明已被允许做、拥有或使用某物的官方文件）,"an official document that shows that permission has been given to do, own or use something",Applicants must hold a valid driving licence.
3036,license,verb,c1,/?la?sns/,/?la?sns/,许可，授权（给予某人做、拥有或使用某物的官方许可）,"to give somebody official permission to do, own, or use something","license something, The new drug has not yet been licensed in the US."
3037,lie,noun,b1,/la?/,/la?/,谎言（某人在明知不真实的情况下所做的陈述）,a statement made by somebody knowing that it is not true,to tell a lie
3038,lie,verb,a1,/la?/,/la?/,躺，卧（让自己处于平卧位置，不站也不坐）,to be or put yourself in a flat position so that you are not standing or sitting,"lie + adv./prep., to lie on your back/side/front"
3039,lie,verb,b1,/la?/,/la?/,撒谎（说或写你知道不真实的事情）,to say or write something that you know is not true,You could see from his face that he was lying.
3040,life,noun,a1,/la?f/,/la?f/,生命（人、动植物在死前具有的呼吸、生长、繁殖等能力）,"the ability to breathe, grow, produce young, etc. that people, animals and plants have before they die and that objects do not have",This could mean the difference between life and death.
3041,lifelong,adjective,c1,/?la?fl??/,/?la?fl???/,终身的（持续或存在于你整个生命中的）,lasting or existing all through your life,Paul became his lifelong friend.
3042,lifestyle,noun,a2,/?la?fsta?l/,/?la?fsta?l/,生活方式（个人或群体生活和工作的方式）,the way in which a person or a group of people lives and works,Many people are trying to adopt a healthy lifestyle these days.
3043,lifetime,noun,b2,/?la?fta?m/,/?la?fta?m/,一生，寿命（某人活着或某物持续的时间长度）,the length of time that somebody lives or that something lasts,a lifetime of experience
3044,lift,noun,a2,/l?ft/,/l?ft/,电梯（在建筑内将人或货物上下运送到不同楼层的机器）,a machine that carries people or goods up and down to different levels in a building or a mine,It's on the sixth floor—let's take the lift.
3045,lift,verb,a2,/l?ft/,/l?ft/,举起，抬高（将某人/某物升至更高的位置或水平）,to raise somebody/something or be raised to a higher position or level,"lift somebody/something, I lifted the lid of the box and peered in."
3046,light,adjective,a1,/la?t/,/la?t/,浅色的（颜色浅的）,pale in colour,He's got light blue eyes.
3047,light,noun,a1,/la?t/,/la?t/,光，光线（来自太阳、灯等的使看清物体成为可能的能量）,"the energy from the sun, a lamp, etc. that makes it possible to see things",bright/dim light
3048,light,verb,a2,/la?t/,/la?t/,点燃（使某物开始燃烧）,to make something start to burn,She lit a candle.
3049,lighting,noun,b2,/?la?t??/,/?la?t??/,照明（地方的灯光布置或类型）,the arrangement or type of light in a place,electric/natural lighting
3050,like,noun,b1,/la?k/,/la?k/,喜欢的事物（你喜欢的东西）,the things that you like,We all have different likes and dislikes.
3051,like,preposition,a1,/la?k/,/la?k/,像，类似（与某人/某物相似）,similar to somebody/something,She's wearing a dress like mine.
3052,like,verb,a1,/la?k/,/la?k/,喜欢（觉得某人/某物愉快、吸引人或达到足够标准；享受某事）,"to find somebody/something pleasant, attractive or of a good enough standard; to enjoy something","like somebody/something, She's nice. I like her."
3053,likelihood,noun,c1,/?la?klih?d/,/?la?klih?d/,可能性（某事发生的几率；某事发生的可能性有多大）,the chance of something happening; how likely something is to happen,There is very little likelihood of that happening.
3054,likely,adjective,a2,/?la?kli/,/?la?kli/,可能的（很有机会发生或成为某样的；很可能的）,having a good chance of happening or being something; probable or expected,the most likely explanation/outcome/scenario
3055,likewise,adverb,b2,/?la?kwa?z/,/?la?kwa?z/,同样地（同样地；以相似的方式）,the same; in a similar way,He voted for the change and he expected his colleagues to do likewise.
3056,limb,noun,c1,/l?m/,/l?m/,肢（手臂或腿；或动物的翅膀等类似部分）,"an arm or a leg; a similar part of an animal, such as a wing",an artificial limb
3057,limit,noun,b1,/?l?m?t/,/?l?m?t/,限制，限额（允许的某事物的最大或最小数额）,the greatest or smallest amount of something that is allowed,They imposed a strict spending limit.
3058,limit,verb,b1,/?l?m?t/,/?l?m?t/,限制（阻止某事物超过特定数额或水平）,to stop something from increasing beyond a particular amount or level,measures to limit carbon dioxide emissions
3059,limitation,noun,b2,/?l?m??te??n/,/?l?m??te??n/,限制，局限（限制或控制某人/某物的行为或过程）,the act or process of limiting or controlling somebody/something,They would resist any limitation of their powers.
3060,limited,adjective,b2,/?l?m?t?d/,/?l?m?t?d/,有限的（在数量或范围上不大的）,not very great in amount or extent,We are doing our best with the limited resources available.
3061,line,noun,a1,/la?n/,/la?n/,线（表面上的细长标记）,"a long, thin mark on a surface",a straight/solid/dotted/dashed line
3062,line,verb,b2,/la?n/,/la?n/,内衬，衬里（在某物内部覆盖一层材料，以保持清洁或加固）,"to cover the inside of something with a layer of another material, especially to keep it clean or make it stronger",Butter and line a 25 cm cake tin.
3063,line-up,noun,c1,/?la?n ?p/,/?la?n ?p/,阵容（参加特定活动的人员名单）,the people who are going to take part in a particular event,an impressive line-up of speakers
3064,linear,adjective,c1,/?l?ni?(r)/,/?l?ni?r/,线性的（线的或成直线的）,of or in lines,In his art he broke the laws of scientific linear perspective.
3065,linger,verb,c1,/?l??ɡ?(r)/,/?l??ɡ?r/,徘徊，逗留（存在时间比预期的长）,to continue to exist for longer than expected,The faint smell of her perfume lingered in the room.
3066,link,noun,a2,/l??k/,/l??k/,联系，纽带（两人或物之间的关联）,a connection between two or more people or things,"link between A and B, Police suspect there may be a link between the two murders."
3067,link,verb,a2,/l??k/,/l??k/,连接，链接（在两个物体、机器、地方等之间建立物理或电子连接）,"to make a physical or electronic connection between one object, machine, place, etc. and another","link A to B, The video cameras are linked to a powerful computer."
3068,lion,noun,a1,/?la??n/,/?la??n/,狮子（猫科大型强力动物，群居，生活在非洲及南亚部分地区）,"a large, powerful animal of the cat family that hunts in groups and lives in parts of Africa and southern Asia. Lions have yellow-brown fur and the male has a mane (= long, thick hair round its neck).",The lion shook its mane and roared.
3069,lip,noun,b1,/l?p/,/l?p/,嘴唇（嘴开口处的两个柔软边缘之一）,either of the two soft edges at the opening to the mouth,The assistant pursed her lips.
3070,liquid,adjective,b1,/?l?kw?d/,/?l?kw?d/,液体的（液态的；非固体也非气体的）,in the form of a liquid; not a solid or a gas,liquid nitrogen
3071,liquid,noun,b1,/?l?kw?d/,/?l?kw?d/,液体（自由流动、非固体也非气体的物质，如水或油）,"a substance that flows freely and is not a solid or a gas, for example water or oil",She poured the dark brown liquid down the sink.
3072,list,noun,a1,/l?st/,/l?st/,名单，列表（一系列书写或打印出来的名称、项目、数字等）,"a series of names, items, figures, etc., especially when they are written or printed",The guest list includes numerous celebrities.
3073,list,verb,a1,/l?st/,/l?st/,列出（按特定顺序写下项目列表）,to write a list of things in a particular order,We were asked to list our ten favourite songs.
3074,listen,verb,a1,/?l?sn/,/?l?sn/,听（注意听你所能听到的声音或某人说话）,to pay attention to somebody/something that you can hear,Listen! What's that noise? Can you hear it?
3075,listener,noun,a2,/?l?s?n?(r)/,/?l?s?n?r/,听众，倾听者（听的人）,a person who listens,a good listener (= somebody who you can rely on to listen with attention or sympathy)
3076,listing,noun,c1,/?l?st??/,/?l?st??/,列表，清单（列表，尤指官方或出版的按字母顺序排列的人或物名单）,"a list, especially an official or published list of people or things, often arranged in alphabetical order",a comprehensive listing of all airlines
3077,literacy,noun,c1,/?l?t?r?si/,/?l?t?r?si/,识字，读写能力（阅读和书写的能力）,the ability to read and write,a campaign to promote adult literacy
3078,literally,adverb,b2,/?l?t?r?li/,/?l?t?r?li/,字面上地（以字面意思地）,in a literal way,The word ‘planet’ literally means ‘wandering body’.
3079,literary,adjective,b2,/?l?t?r?ri/,/?l?t?reri/,文学的（与文学相关的）,connected with literature,literary criticism/theory
3080,literature,noun,b1,/?l?tr?t??(r)/,/?l?tr?t??r/,文学（被视为艺术作品的写作，尤指小说、戏剧和诗歌）,"pieces of writing that are valued as works of art, especially novels, plays and poems (in contrast to technical books and newspapers, magazines, etc.)",English/American/French literature
3081,litre,noun,b2,/?li?t?(r)/,/?li?t?r/,升（体积测量单位，约等于1.76英制品脱或2.11美制品脱）,"a unit for measuring volume, equal to 1.76 British pints or 2.11 American pints",3 litres of water
3082,litter,noun,b2,/?l?t?(r)/,/?l?t?r/,垃圾（人们留在公共场所的小块废弃物，如纸张、瓶罐）,"small pieces of rubbish such as paper, cans and bottles, that people have left lying in a public place",There will be fines for people who drop litter.
3083,little,adjective,a1,/?l?tl/,/?l?tl/,小的（不大的；小的；比其他的更小的）,not big; small; smaller than others,a little house
3084,little,adverb,a2,/?l?tl/,/?l?tl/,有一点（在小程度上）,to a small degree,She seemed a little afraid of going inside.
3085,little,determiner,a1,/?l?tl/,/?l?tl/,一点（用于不可数名词，意为“少量”、“一些”）,"used with uncountable nouns to mean ‘a small amount’, ‘some’",a little milk/sugar/tea
3086,little,pronoun,a1,/?l?tl/,/?l?tl/,一点（用于不可数名词，意为“少量”、“一些”）,"used with uncountable nouns to mean ‘a small amount’, ‘some’",a little milk/sugar/tea
3087,live,adjective,b1,/la?v/,/la?v/,活的（活着的；未死的）,living; not dead,live animals
3088,live,adverb,b1,/la?v/,/la?v/,现场的，直播的（在事件发生时播出的；或现场表演录制的）,broadcast at the time of an actual event; played or recorded at an actual performance,The show is going out live.
3089,live,verb,a1,/l?v/,/l?v/,居住（在特定地方安家）,to have your home in a particular place,to live in a house/a flat/an apartment 
3090,lively,adjective,b2,/?la?vli/,/?la?vli/,精力充沛的，活泼的（充满活力和能量的；积极且热情的）,full of life and energy; active and enthusiastic,an intelligent and lively young woman
3091,liver,noun,c1,/?l?v?(r)/,/?l?v?r/,肝脏（人体内清理血液并产生胆汁的大器官）,a large organ in the body that cleans the blood and produces bile,liver disease
3092,living,adjective,b1,/?l?v??/,/?l?v??/,活着的（现存的；所有的生物）,alive now,all living things
3093,living,noun,b1,/?l?v??/,/?l?v??/,生计（维持生活所需的金钱）,money to buy the things that you need in life,She earns her living as a freelance journalist.
3094,load,noun,b2,/l??d/,/l??d/,负载，装载物（由人、车等携带的物体，通常数量很大）,"something that is being carried (usually in large amounts) by a person, vehicle, etc.",The trucks waited at the warehouse to pick up their loads.
3095,load,verb,b2,/l??d/,/l??d/,装载（将大量物或人放入或放在某物上）,to put a large quantity of things or people onto or into something,"load something, We loaded the car in ten minutes."
3096,loan,noun,b2,/l??n/,/l??n/,贷款（由银行等机构借出、某人借入的钱）,money that an organization such as a bank lends and somebody borrows,to take out/repay a loan (= to borrow money/pay it back)
3097,lobby,noun,c1,/?l?bi/,/?lɑ?bi/,大厅，大堂（公共建筑入口内供人们见面和等待的大区域）,a large area inside the entrance of a public building where people can meet and wait,a hotel lobby
3098,lobby,verb,c1,/?l?bi/,/?lɑ?bi/,游说（试图影响政治家或政府，例如说服其支持或反对法律修改）,"to try to influence a politician or the government and, for example, persuade them to support or oppose a change in the law",Farmers will lobby Congress for higher subsidies.
3099,local,adjective,a1,/?l??kl/,/?l??kl/,当地的（属于或与你谈论的特定地方或你居住的区域相关的）,belonging to or connected with the particular place or area that you are talking about or with the place where you live,local people/residents/businesses
3100,local,noun,b1,/?l??kl/,/?l??kl/,当地人（居住在特定地方或区域的人）,a person who lives in a particular place or district,The locals are very friendly.
3101,locate,verb,b1,/l???ke?t/,/?l??ke?t/,定位（找出某人/某物的确切位置）,to find the exact position of somebody/something,The mechanic located the fault immediately.
3102,located,adjective,b1,/l???ke?t?d/,/?l??ke?t?d/,位于（如果某物位于某处，指其存在于那里或被安置在那里）,"if something is located in a particular place, it exists there or has been put there",a small town located 30 miles south of Chicago
3103,location,noun,b1,/l???ke??n/,/l???ke??n/,地点，位置（某事发生或存在的地方；某物的位置）,a place where something happens or exists; the position of something,a honeymoon in a secret location
3104,lock,noun,a2,/l?k/,/lɑ?k/,锁（通常需要钥匙开启的固定门、窗、盒子等的装置）,"a device that keeps a door, window, box, etc. shut, usually needing a key to open it",She turned the key in the lock.
3105,lock,verb,a2,/l?k/,/lɑ?k/,上锁（用锁固定某物；被锁住）,to fasten something with a lock; to be fastened with a lock,Did you lock the door?
3106,log,noun,c1,/l?ɡ/,/l??ɡ/,原木（从树上砍下或落下的粗木块）,a thick piece of wood that is cut from or has fallen from a tree,logs for the fire
3107,log,verb,c1,/l?ɡ/,/l??ɡ/,记录（在官方记录中输入信息或记录事件）,to put information in an official record or write a record of events,The police log all phone calls.
3108,logic,noun,c1,/?l?d??k/,/?lɑ?d??k/,逻辑（思考或解释某事的方式）,a way of thinking or explaining something,I fail to see the logic behind his argument.
3109,logical,adjective,b2,/?l?d??kl/,/?lɑ?d??kl/,合乎逻辑的（显得自然、合理或明智的）,"seeming natural, reasonable or sensible",It was a logical conclusion from the child's point of view.
3110,logo,noun,b2,/?l??ɡ??/,/?l??ɡ??/,标志，徽标（公司或组织用作其特别标志的打印图案或符号）,a printed design or symbol that a company or an organization uses as its special sign,All over the world there are red and white paper cups bearing the company logo.
3111,lonely,adjective,b1,/?l??nli/,/?l??nli/,孤独的（因没有朋友或交流的人而感到不快乐的）,unhappy because you have no friends or people to talk to,She lives alone and often feels lonely.
3112,long,adjective,a1,/l??/,/l???/,长的（在长度或距离上很大的，或超过通常水平的）,"measuring or covering a great length or distance, or a greater length or distance than usual",She had long dark hair.
3113,long,adverb,a1,/l??/,/l???/,长时间地（在很长一段时间内）,for a long time,Have you been here long?
3114,long-standing,adjective,c1,/?l?? ?st?nd??/,/?l??? ?st?nd??/,长期的（已经存在或持续了很长时间的）,that has existed or lasted for a long time,a long-standing relationship
3115,long-term,adjective,b2,/?l?? ?t??m/,/?l??? ?t??rm/,长期的（在长时期内持续或产生影响的）,lasting or having an effect over a long period of time,Our long-term goal is to lower operating costs by 10 per cent.
3116,long-term,adverb,b2,/?l?? ?t??m/,/?l??? ?t??rm/,长期地（在长时期内）,over a long period of time,to benefit/affect somebody long-term
3117,long-time,adjective,c1,/?l?? ta?m/,/?l??? ta?m/,长期的（在很长时间内一直是提到的那种身份的）,having been the particular thing mentioned for a long time,his long-time colleague
3118,look,noun,a2,/l?k/,/l?k/,看（看某人/某物的动作）,an act of looking at somebody/something,"look at somebody/something, Here, have a look at this."
3119,look,verb,a1,/l?k/,/l?k/,看（将眼睛转向特定方向）,to turn your eyes in a particular direction,Look closely and tell me what you see.
3120,loom,verb,c1,/lu?m/,/lu?m/,隐约显现（以模糊且庞大的形状出现，尤指令人恐惧地）,"to appear as a large shape that is not clear, especially in a frightening way",A dark shape loomed up ahead of us.
3121,loop,noun,c1,/lu?p/,/lu?p/,环，圈（由线条绕圈形成的弧线或圆形形状）,a shape like a curve or circle made by a line curving right round,The road went in a huge loop around the lake.
3122,loose,adjective,b2,/lu?s/,/lu?s/,松的（未牢固固定的；能从某物上脱落的）,not securely fixed where it should be; able to become separated from something,a loose button/tooth
3123,lord,noun,b2,/l??d/,/l??rd/,勋爵，大人（英国高等级贵族，或作为荣誉给予的头衔）,"(in the UK) a man of high rank in the nobility (= people of high social class), or somebody who has been given the title ‘lord’ as an honour",She's married to a lord.
3124,lorry,noun,a2,/?l?ri/,/?l??ri/,卡车，货车（用于通过公路运输重型货物的大型车辆）,a large vehicle for carrying heavy loads by road,a lorry driver
3125,lose,verb,a1,/lu?z/,/lu?z/,丢失（无法找到某物/某人）,to be unable to find something/somebody,I've lost my keys.
3126,loss,noun,b1,/l?s/,/l??s/,丢失，损失（不再拥有某物或拥有量减少的状态；导致此结果的过程）,the state of no longer having something or as much of something; the process that leads to this,I want to report the loss of a package.
3127,lost,adjective,a2,/l?st/,/l??st/,迷路的（无法找到路；不知道自己在何处的）,unable to find your way; not knowing where you are,We always get lost in London.
3128,lot,adverb,a1,/l?t/,/lɑ?t/,很多地（与动词连用，意为“大量地”）,used with verbs to mean ‘a great amount’,I care a lot about you.
3129,lot,determiner,a1,/l?t/,/lɑ?t/,许多（某人/某物的很大数量或金额）,a large number or amount of somebody/something,What a lot of presents!
3130,lot,pronoun,a1,/l?t/,/lɑ?t/,很多（很大的数量或金额）,a large number or amount,‘How many do you need?’ ‘A lot.’
3131,lottery,noun,b2,/?l?t?ri/,/?lɑ?t?ri/,彩票（通过出售带有不同号码的彩票为政府、慈善机构筹款的方式）,"a way of raising money for a government, charity, etc. by selling tickets that have different numbers on them that people have chosen. Numbers are then chosen by chance and the people who have those numbers on their tickets win prizes.",the national/state lottery
3132,loud,adjective,a2,/la?d/,/la?d/,大声的（发出很大响声的）,making a lot of noise,loud laughter
3133,loud,adverb,a2,/la?d/,/la?d/,大声地（以很大响声或易被听见的方式）,in a way that makes a lot of noise or can be easily heard,Do you have to play that music so loud?
3134,loudly,adverb,a2,/?la?dli/,/?la?dli/,大声地（以产生很大响声的方式）,in a way that makes a lot of noise,She screamed as loudly as she could.
3135,love,noun,a1,/l?v/,/l?v/,爱，热爱（对某人/某物——尤指家人或朋友——极强烈的喜爱和关怀感）,"a very strong feeling of liking and caring for somebody/something, especially a member of your family or a friend",She has earned the love and respect of many people.
3136,love,verb,a1,/l?v/,/l?v/,爱（对某人有极强烈的喜爱和关怀感）,to have very strong feelings of liking and caring for somebody,I love you.
3137,lovely,adjective,a2,/?l?vli/,/?l?vli/,可爱的，美丽的（美丽的；迷人的）,beautiful; attractive,She looked particularly lovely that night.
3138,low,adjective,a2,/l??/,/l??/,低的（不高的；离地面不远的）,not high or tall; not far above the ground,a low wall/building/table
3139,low,adverb,a2,/l??/,/l??/,低低地（处于离地面不远的位置）,"in or into a low position, not far above the ground",to crouch/bend low 
3140,low,noun,b2,/l??/,/l??/,低点（低水平或低点；低数字）,a low level or point; a low figure,The temperature reached a record low in London last night.
3141,lower,verb,b2,/?l???(r)/,/?l???r/,降低（减少某物或使其价值、质量下降）,"to reduce something or to become less in value, quality, etc.","lower something, He lowered his voice to a whisper."
3142,loyal,adjective,b2,/?l???l/,/?l???l/,忠诚的（对自己支持的人或物保持恒定支持的）,remaining constant in your support of somebody/something,a loyal friend/supporter
3143,loyalty,noun,c1,/?l???lti/,/?l???lti/,忠诚（对自己支持的人或物保持恒定支持的品质）,the quality of being constant in your support of somebody/something,Can I count on your loyalty?
3144,luck,noun,a2,/l?k/,/l?k/,运气（偶然发生的而非因努力产生的好事）,"good things that happen to you by chance, not because of your own efforts or abilities","with (any) luck, With any luck, we'll be home before dark."
3145,lucky,adjective,a2,/?l?ki/,/?l?ki/,幸运的（有好运的）,having good luck,"lucky to do something, His friend was killed and he knows he is lucky to be alive."
3146,lunch,noun,a1,/l?nt?/,/l?nt?/,午餐（在一日午间吃的饭）,a meal eaten in the middle of the day,She's gone to lunch.
3147,lung,noun,b2,/l??/,/l??/,肺（胸腔内用于呼吸的两个器官之一）,either of the two organs in the chest that you use for breathing,Her father died of lung cancer.
3148,luxury,adjective,b1,/?l?k??ri/,/?l?k??ri/,豪华的，奢侈的（昂贵且高质量的）,expensive and of very high quality,a luxury hotel/car/apartment
3149,luxury,noun,b1,/?l?k??ri/,/?l?k??ri/,奢侈，奢华（享受特殊且昂贵事物的实情，尤指食宿、衣物）,"the fact of enjoying special and expensive things, particularly food and drink, clothes and places",a life of unimaginable luxury 
3150,lyric,noun,b2,/?l?r?k/,/?l?r?k/,歌词（流行歌曲的歌词）,the words of a popular song,music and lyrics by Rodgers and Hart
3151,machine,noun,a1,/m???i?n/,/m???i?n/,机器（由许多部件协作完成特定任务的设备，动力可来自电、蒸汽等）,"a piece of equipment with many parts that work together to do a particular task. The power used to work a machine may be electricity, steam, gas, etc. or human power.",Machines have replaced human labour in many industries.
3152,machinery,noun,c1,/m???i?n?ri/,/m???i?n?ri/,机械（作为一个整体的机器，尤指大型机器）,"machines as a group, especially large ones",agricultural/industrial machinery
3153,mad,adjective,b1,/m?d/,/m?d/,疯的，愚蠢的（非常愚蠢的；一点不明智的）,very stupid; not at all sensible,You must be mad to risk it.
3154,magazine,noun,a1,/?m?ɡ??zi?n/,/?m?ɡ?zi?n/,杂志（每周或每月出版的、包含文章照片的薄册子；或在线合集）,"a type of large thin book with a paper cover that you can buy every week or month, containing articles, photographs, etc., often on a particular topic; a similar collection of articles, etc. that appears regularly online",a weekly/monthly magazine
3155,magic,adjective,b1,/?m?d??k/,/?m?d??k/,有魔力的（具有或使用特殊力量使不可能之事发生或看似发生的）,having or using special powers to make impossible things happen or seem to happen,a magic spell/charm/potion
3156,magic,noun,b1,/?m?d??k/,/?m?d??k/,魔法（通过说特殊词语或做特殊动作使不可能之事发生的神秘力量）,the secret power of appearing to make impossible things happen by saying special words or doing special things,Do you believe in magic?
3157,magical,adjective,c1,/?m?d??kl/,/?m?d??kl/,魔幻的（包含魔法的；用于魔法的）,containing magic; used in magic,magical powers
3158,magistrate,noun,c1,/?m?d??stre?t/,/?m?d??stre?t/,地方法官（在初级法院担任法官的官员）,an official who acts as a judge in the lowest courts of law,to come up before the magistrates
3159,magnetic,adjective,c1,/m?ɡ?net?k/,/m?ɡ?net?k/,有磁性的（表现得像磁铁的；能被磁铁吸引的）,behaving like a magnet; that can be attracted by a magnet,magnetic materials
3160,magnificent,adjective,b2,/m?ɡ?n?f?snt/,/m?ɡ?n?f?snt/,壮丽的，宏伟的（极具吸引力和感染力的；值得赞美的）,extremely attractive and impressive; deserving praise,The Taj Mahal is a magnificent building.
3161,magnitude,noun,c1,/?m?ɡn?tju?d/,/?m?ɡn?tu?d/,巨大，规模（事物巨大的规模或重要性；事物的巨大程度）,the great size or importance of something; the degree to which something is large or important,We did not realize the magnitude of the problem.
3162,mail,noun,a2,/me?l/,/me?l/,邮件（用于寄送和递送信件、包裹的官方系统）,"the official system used for sending and delivering letters, packages, etc.",a mail service/train/van
3163,mail,verb,a2,/me?l/,/me?l/,邮寄（利用邮政系统给某人寄送某物）,to send something to somebody using the postal system,"mail something (to somebody/something), Don't forget to mail that letter to your mother."
3164,main,adjective,a1,/me?n/,/me?n/,主要的（同类中最大或最重要的）,being the largest or most important of its kind,Be careful crossing the main road.
3165,mainland,noun,c1,/e? ?me?nl?nd/,/e? ?me?nl?nd/,大陆（国家或地区的主要陆地区域，不包括附近岛屿）,"the main area of land of a country or region, not including any islands near to it","to/from the mainland, a boat to/from the mainland "
3166,mainly,adverb,b1,/?me?nli/,/?me?nli/,主要地（比其他任何事物都多；也用于说明最重要的原因）,more than anything else; also used to talk about the most important reason for something,They eat mainly fruit and nuts.
3167,mainstream,adjective,c1,/?me?nstri?m/,/?me?nstri?m/,主流的（被大多数人接受或视为正常的）,considered normal because it reflects what is done or accepted by most people ,mainstream culture/politics
3168,mainstream,noun,c1,/?me?nstri?m/,/?me?nstri?m/,主流（被视为正常的思想观点，因其被大多数人认同）,the ideas and opinions that are thought to be normal because they are shared by most people; the people whose ideas and opinions are most accepted,His radical views place him outside the mainstream of American politics.
3169,maintain,verb,b2,/me?n?te?n/,/me?n?te?n/,维持，保持（使某事保持在同一水平、标准等）,"to make something continue at the same level, standard, etc.",to maintain law and order/standards/a balance/control 
3170,maintenance,noun,c1,/?me?nt?n?ns/,/?me?nt?n?ns/,维护，保养（通过定期检查或修理使某物保持良好状态的行为）,the act of keeping something in good condition by checking or repairing it regularly,The school pays for heating and the maintenance of the buildings.
3171,major,adjective,a2,/?me?d??(r)/,/?me?d??r/,主要的，重大的（非常大或重要的）,very large or important,a major road
3172,majority,noun,b2,/m??d??r?ti/,/m??d???r?ti/,多数（一群人或事物中的大部分）,the largest part of a group of people or things,"majority (of somebody/something), The majority of people interviewed prefer TV to radio."
3173,make,noun,b2,/me?k/,/me?k/,品牌，型号（由特定公司制造的机器、设备的名称或类型）,"the name or type of a machine, piece of equipment, etc. that is made by a particular company","make of something, What make of car does he drive?"
3174,make,verb,a1,/me?k/,/me?k/,制造，做（通过组合材料或部件创造或准备某物）,to create or prepare something by combining materials or putting parts together,"make something, to make a table/dress/cake"
3175,make-up,noun,b2,/?me?k ?p/,/?me?k ?p/,化妆品（用于皮肤上以增加吸引力或改变外观的彩色物质）,coloured substances used on the skin to make yourself look more attractive or to change your appearance,eye make-up
3176,making,noun,b2,/?me?k??/,/?me?k??/,制造（制造或生产某物的行为或过程）,the act or process of making or producing something,strategic decision-making
3177,male,adjective,a2,/me?l/,/me?l/,男性的（男人或男孩的）,being a man or boy,a male friend/colleague/partner
3178,male,noun,a2,/me?l/,/me?l/,雄性（男性的人、动物或植物）,"a male person, animal or plant",The male of the species has a white tail.
3179,mall,noun,b1,/m??l/,/m??l/,购物中心（包含许多商店、餐厅的大型建筑或覆盖区域）,"a large building or covered area that has many shops, restaurants, etc. inside it",Let's go to the mall.
3180,man,noun,a1,/m?n/,/m?n/,男人（成年男性人类）,an adult male human,a good-looking young man
3181,manage,verb,a2,/?m?n?d?/,/?m?n?d?/,管理（控制或负责业务、团队、组织、土地等）,"to control or be in charge of a business, a team, an organization, land, etc.",to manage a business/factory/bank/hotel/soccer team 
3182,management,noun,b1,/?m?n?d?m?nt/,/?m?n?d?m?nt/,管理（运行和控制业务或类似组织的活动）,the activity of running and controlling a business or similar organization,a career in management
3183,manager,noun,a2,/?m?n?d??(r)/,/?m?n?d??r/,经理（负责运行业务、商店、组织或其一部分的人）,"a person who is in charge of running a business, a shop or a similar organization or part of one",a bank/hotel manager 
3184,mandate,noun,c1,/?m?nde?t/,/?m?nde?t/,授权（由选民在选举中给予政府或组织的权力）,"the authority to do something, given to a government or other organization by the people who vote for it in an election",It is undemocratic to govern an area without an electoral mandate.
3185,mandatory,adjective,c1,/?m?nd?t?ri/,/?m?nd?t??ri/,强制性的（法律要求的）,required by law,The offence carries a mandatory life sentence.
3186,manifest,verb,c1,/?m?n?fest/,/?m?n?fest/,表现，显示（清晰地展示某事，尤指情感、态度或品质）,"to show something clearly, especially a feeling, an attitude or a quality",Social tensions were manifested in the recent political crisis.
3187,manipulate,verb,c1,/m??n?pjule?t/,/m??n?pjule?t/,操控，操纵（控制或影响某人/某物，常以不诚实的方式使其不察觉）,"to control or influence somebody/something, often in a dishonest way so that they do not realize it","manipulate somebody/something, She uses her charm to manipulate people."
3188,manipulation,noun,c1,/m??n?pju?le??n/,/m??n?pju?le??n/,操控，操纵（控制或影响某人/某物的行为，常以不诚实的方式）,"behaviour that controls or influences somebody/something, often in a dishonest way so that they do not realize it",Advertising like this is a cynical manipulation of the elderly.
3189,manner,noun,a2,/?m?n?(r)/,/?m?n?r/,举止，礼貌（在特定社会或文化中被视为礼貌的行为）,behaviour that is considered to be polite in a particular society or culture,to have good/bad manners
3190,manufacture,verb,b2,/?m?nju?f?kt??(r)/,/?m?nju?f?kt??r/,制造（利用机器大规模生产商品）,"to make goods in large quantities, using machines",manufactured goods
3191,manufacturing,noun,b2,/?m?nju?f?kt??r??/,/?m?nju?f?kt??r??/,制造业（在工厂大规模生产商品的业务或行业）,"the business or industry of producing goods in large quantities in factories, etc.",Many jobs in manufacturing were lost during the recession.
3192,manuscript,noun,c1,/?m?njuskr?pt/,/?m?njuskr?pt/,手稿（书、音乐等在印刷前的副本）,"a copy of a book, piece of music, etc. before it has been printed",an unpublished/original manuscript
3193,many,determiner,a1,/?meni/,/?meni/,许多（用于复数名词，表示“大量”。也用于疑问句询及数量）,"used with plural nouns and verbs, especially in negative sentences or in more formal English, to mean ‘a large number of’. Also used in questions to ask about the size of a number, and with ‘as’, ‘so’ and ‘too’.",We don't have very many copies left.
3194,many,pronoun,a1,/?meni/,/?meni/,许多（用于复数名词，表示“大量”。也用于疑问句询及数量）,"used with plural nouns and verbs, especially in negative sentences or in more formal English, to mean ‘a large number of’. Also used in questions to ask about the size of a number, and with ‘as’, ‘so’ and ‘too’.",We don't have very many copies left.
